SPECIES,HUC12,FREQUENCY,Habitat_Miles
Westslope cutthroat trout,170102100403,1,0
Westslope cutthroat trout,170102100501,11,17
Westslope cutthroat trout,170102100502,5,9
Westslope cutthroat trout,170102100503,4,8
Westslope cutthroat trout,170102100505,15,33
Westslope cutthroat trout,170102100506,5,9
Westslope cutthroat trout,170102100507,2,8
Westslope cutthroat trout,170102100508,5,6
Westslope cutthroat trout,170102100509,1,18
Westslope cutthroat trout,170102110101,11,19
Westslope cutthroat trout,170102110102,14,27
Westslope cutthroat trout,170102110103,11,14
Westslope cutthroat trout,170102110104,12,23
Westslope cutthroat trout,170102110105,2,6
Westslope cutthroat trout,170102110106,14,33
Westslope cutthroat trout,170102110201,8,16
Westslope cutthroat trout,170102110202,9,21
Westslope cutthroat trout,170102110203,6,5
Westslope cutthroat trout,170102110204,8,13
Westslope cutthroat trout,170102110205,13,27
Westslope cutthroat trout,170102110206,5,11
Westslope cutthroat trout,170102110207,8,13
Westslope cutthroat trout,170102110301,5,11
Westslope cutthroat trout,170102110302,2,6
Westslope cutthroat trout,170102110303,5,12
Westslope cutthroat trout,170102110304,6,9
Westslope cutthroat trout,170102110305,8,11
Westslope cutthroat trout,170102110306,9,18
Westslope cutthroat trout,170102110307,10,16
Westslope cutthroat trout,170102110308,8,9
Westslope cutthroat trout,170102110401,14,21
Westslope cutthroat trout,170102110402,8,30
Westslope cutthroat trout,170102120101,2,6
Westslope cutthroat trout,170102120102,1,1
Westslope cutthroat trout,170102120103,2,13
Westslope cutthroat trout,170102120104,3,10
Westslope cutthroat trout,170102120105,2,11
Westslope cutthroat trout,170102120401,1,2
Westslope cutthroat trout,170102120402,1,4
Westslope cutthroat trout,170102120403,1,4
Westslope cutthroat trout,170102120502,1,3
Westslope cutthroat trout,170102120505,1,5
Westslope cutthroat trout,170102120601,1,7
Westslope cutthroat trout,170102120701,2,7
Westslope cutthroat trout,170102120702,4,20
Westslope cutthroat trout,170102120703,4,19
Westslope cutthroat trout,170102120704,4,22
Westslope cutthroat trout,170102120705,2,11
Westslope cutthroat trout,170102120707,4,12
Westslope cutthroat trout,170102120708,2,14
Westslope cutthroat trout,170102120709,1,5
Westslope cutthroat trout,170102120801,4,19
Westslope cutthroat trout,170102120803,1,1
Westslope cutthroat trout,170102120804,1,2
Westslope cutthroat trout,170102120806,1,4
Westslope cutthroat trout,170102120808,2,11
Westslope cutthroat trout,170102120809,1,5
Westslope cutthroat trout,170102120810,1,0
Westslope cutthroat trout,170102130101,6,18
Westslope cutthroat trout,170102130102,13,35
Westslope cutthroat trout,170102130103,3,15
Westslope cutthroat trout,170102130104,3,11
Westslope cutthroat trout,170102130105,13,27
Westslope cutthroat trout,170102130201,5,12
Westslope cutthroat trout,170102130202,1,6
Westslope cutthroat trout,170102130203,4,9
Westslope cutthroat trout,170102130204,3,7
Westslope cutthroat trout,170102130205,14,23
Westslope cutthroat trout,170102130301,6,17
Westslope cutthroat trout,170102130302,3,8
Westslope cutthroat trout,170102130303,10,21
Westslope cutthroat trout,170102130304,5,18
Westslope cutthroat trout,170102130305,8,22
Westslope cutthroat trout,170102130401,3,12
Westslope cutthroat trout,170102130402,11,17
Westslope cutthroat trout,170102130403,4,10
Westslope cutthroat trout,170102130404,16,29
Westslope cutthroat trout,170102130405,13,20
Westslope cutthroat trout,170102130406,16,32
Westslope cutthroat trout,170102130407,4,13
Westslope cutthroat trout,170102130501,1,6
Westslope cutthroat trout,170102130502,2,7
Westslope cutthroat trout,170102130503,8,12
Westslope cutthroat trout,170102130504,1,6
Westslope cutthroat trout,170102130505,5,17
Westslope cutthroat trout,170102130506,5,32
Westslope cutthroat trout,170102130507,2,12
Westslope cutthroat trout,170102130508,5,17
Westslope cutthroat trout,170102130509,11,29
Westslope cutthroat trout,170102130510,7,14
Westslope cutthroat trout,170102130511,2,9
Westslope cutthroat trout,170102130512,8,19
Westslope cutthroat trout,170102130513,7,23
Westslope cutthroat trout,170102130514,7,5
Westslope cutthroat trout,170102130601,8,12
Westslope cutthroat trout,170102130602,17,24
Westslope cutthroat trout,170102130603,4,9
Westslope cutthroat trout,170102130604,4,12
Westslope cutthroat trout,170102130605,11,16
Westslope cutthroat trout,170102130606,13,26
Westslope cutthroat trout,170102130607,19,34
Westslope cutthroat trout,170102130701,4,16
Westslope cutthroat trout,170102130702,6,10
Westslope cutthroat trout,170102130703,7,12
Westslope cutthroat trout,170102130704,11,24
Westslope cutthroat trout,170102130801,15,27
Westslope cutthroat trout,170102130802,7,6
Westslope cutthroat trout,170102130803,15,11
Westslope cutthroat trout,170102130901,15,16
Westslope cutthroat trout,170102130902,6,11
Westslope cutthroat trout,170102130903,5,7
Westslope cutthroat trout,170102130904,4,7
Westslope cutthroat trout,170102130905,3,5
Westslope cutthroat trout,170102131001,9,18
Westslope cutthroat trout,170102131002,6,9
Westslope cutthroat trout,170102131003,1,0
Westslope cutthroat trout,170102131004,23,30
Westslope cutthroat trout,170102131005,13,18
Westslope cutthroat trout,170102131006,16,30
Westslope cutthroat trout,170102131101,23,22
Westslope cutthroat trout,170102131102,21,35
Westslope cutthroat trout,170102131103,15,14
Westslope cutthroat trout,170102131104,9,17
Westslope cutthroat trout,170102131201,5,13
Westslope cutthroat trout,170102131202,9,21
Westslope cutthroat trout,170102131203,10,12
Westslope cutthroat trout,170102131204,10,23
Westslope cutthroat trout,170102131301,15,22
Westslope cutthroat trout,170102131302,13,11
Westslope cutthroat trout,170102131303,8,9
Westslope cutthroat trout,170102131304,7,14
Westslope cutthroat trout,170102131305,8,16
Westslope cutthroat trout,170102131306,4,3
Westslope cutthroat trout,170102131307,8,12
Westslope cutthroat trout,170102131308,5,15
Westslope cutthroat trout,170102131309,6,8
Westslope cutthroat trout,170102131310,13,32
Westslope cutthroat trout,170102140101,22,36
Westslope cutthroat trout,170102140102,15,25
Westslope cutthroat trout,170102140103,14,36
Westslope cutthroat trout,170102140104,20,53
Westslope cutthroat trout,170102140105,14,42
Westslope cutthroat trout,170102140106,22,61
Westslope cutthroat trout,170102140201,9,17
Westslope cutthroat trout,170102140202,7,14
Westslope cutthroat trout,170102140203,11,22
Westslope cutthroat trout,170102140204,5,12
Westslope cutthroat trout,170102140205,14,24
Westslope cutthroat trout,170102140206,39,125
Westslope cutthroat trout,170102140301,6,9
Westslope cutthroat trout,170102140302,21,38
Westslope cutthroat trout,170102140303,14,38
Westslope cutthroat trout,170102140304,7,25
Westslope cutthroat trout,170102140305,13,35
Westslope cutthroat trout,170102140401,10,31
Westslope cutthroat trout,170102140402,6,19
Westslope cutthroat trout,170102140403,3,18
Westslope cutthroat trout,170102140404,15,32
Westslope cutthroat trout,170102140405,13,37
Westslope cutthroat trout,170102140501,2,12
Westslope cutthroat trout,170102140502,28,65
Westslope cutthroat trout,170102140503,15,46
Westslope cutthroat trout,170102150101,4,10
Westslope cutthroat trout,170102150102,12,16
Westslope cutthroat trout,170102150103,8,17
Westslope cutthroat trout,170102150104,3,10
Westslope cutthroat trout,170102150105,15,35
Westslope cutthroat trout,170102150106,9,14
Westslope cutthroat trout,170102150107,5,12
Westslope cutthroat trout,170102150108,8,9
Westslope cutthroat trout,170102150201,10,31
Westslope cutthroat trout,170102150202,14,23
Westslope cutthroat trout,170102150203,17,39
Westslope cutthroat trout,170102150301,3,7
Westslope cutthroat trout,170102150302,6,16
Westslope cutthroat trout,170102150303,6,16
Westslope cutthroat trout,170102150304,5,14
Westslope cutthroat trout,170102150305,3,9
Westslope cutthroat trout,170102150306,23,42
Westslope cutthroat trout,170102150307,2,8
Westslope cutthroat trout,170102150308,9,23
Westslope cutthroat trout,170102150309,38,86
Westslope cutthroat trout,170102150401,10,29
Westslope cutthroat trout,170102150402,17,34
Westslope cutthroat trout,170102150403,7,15
Westslope cutthroat trout,170102150501,7,22
Westslope cutthroat trout,170102150502,20,33
Westslope cutthroat trout,170102150601,1,0
Westslope cutthroat trout,170102150602,13,35
Westslope cutthroat trout,170102150603,15,34
Westslope cutthroat trout,170102150701,11,21
Westslope cutthroat trout,170102150702,12,33
Westslope cutthroat trout,170102150703,18,39
Westslope cutthroat trout,170102150704,21,43
Westslope cutthroat trout,170102150705,11,32
Westslope cutthroat trout,170102160101,34,74
Westslope cutthroat trout,170102160102,13,26
Westslope cutthroat trout,170102160103,13,40
Westslope cutthroat trout,170102160104,17,50
Westslope cutthroat trout,170102160201,20,48
Westslope cutthroat trout,170102160202,17,58
Westslope cutthroat trout,170102160203,10,16
Westslope cutthroat trout,170102160204,7,21
Westslope cutthroat trout,170102160205,4,14
Westslope cutthroat trout,170102160206,30,97
Westslope cutthroat trout,170102160207,20,48
Westslope cutthroat trout,170102160301,22,43
Westslope cutthroat trout,170102160302,26,53
Westslope cutthroat trout,170102160303,23,46
Westslope cutthroat trout,170102160304,15,42
Westslope cutthroat trout,170102160305,15,28
Westslope cutthroat trout,170102160306,19,48
Westslope cutthroat trout,170102160307,16,47
Westslope cutthroat trout,170102160401,23,57
Westslope cutthroat trout,170102160402,42,101
Westslope cutthroat trout,170102160403,11,26
Westslope cutthroat trout,170102160702,15,34
Westslope cutthroat trout,170102160704,3,4
Westslope cutthroat trout,170102160901,9,34
Westslope cutthroat trout,170102160902,34,73
Westslope cutthroat trout,170102160903,16,37
Westslope cutthroat trout,170102160904,11,24
Westslope cutthroat trout,170102160905,15,28
Westslope cutthroat trout,170102161004,1,0
Westslope cutthroat trout,170103010101,4,11
Westslope cutthroat trout,170103010102,4,10
Westslope cutthroat trout,170103010103,5,15
Westslope cutthroat trout,170103010104,5,8
Westslope cutthroat trout,170103010201,7,26
Westslope cutthroat trout,170103010202,6,25
Westslope cutthroat trout,170103010203,11,49
Westslope cutthroat trout,170103010204,5,16
Westslope cutthroat trout,170103010301,12,36
Westslope cutthroat trout,170103010302,5,18
Westslope cutthroat trout,170103010401,8,27
Westslope cutthroat trout,170103010402,3,16
Westslope cutthroat trout,170103010403,9,20
Westslope cutthroat trout,170103010501,7,28
Westslope cutthroat trout,170103010502,5,32
Westslope cutthroat trout,170103010601,14,46
Westslope cutthroat trout,170103010602,9,26
Westslope cutthroat trout,170103010603,8,25
Westslope cutthroat trout,170103010604,9,43
Westslope cutthroat trout,170103010701,7,32
Westslope cutthroat trout,170103010702,13,31
Westslope cutthroat trout,170103010703,9,34
Westslope cutthroat trout,170103010704,1,9
Westslope cutthroat trout,170103010705,8,17
Westslope cutthroat trout,170103020101,10,38
Westslope cutthroat trout,170103020102,5,15
Westslope cutthroat trout,170103020103,3,9
Westslope cutthroat trout,170103020201,5,21
Westslope cutthroat trout,170103020202,8,35
Westslope cutthroat trout,170103020301,4,17
Westslope cutthroat trout,170103020302,7,20
Westslope cutthroat trout,170103020303,12,39
Westslope cutthroat trout,170103030101,17,49
Westslope cutthroat trout,170103030102,18,37
Westslope cutthroat trout,170103030103,22,58
Westslope cutthroat trout,170103030201,17,41
Westslope cutthroat trout,170103030202,24,63
Westslope cutthroat trout,170103030203,10,22
Westslope cutthroat trout,170103030301,10,22
Westslope cutthroat trout,170103030302,17,47
Westslope cutthroat trout,170103030401,21,49
Westslope cutthroat trout,170103030402,6,16
Westslope cutthroat trout,170103030403,8,21
Westslope cutthroat trout,170103030404,3,14
Westslope cutthroat trout,170103030405,11,26
Westslope cutthroat trout,170103030406,46,141
Westslope cutthroat trout,170103040101,8,31
Westslope cutthroat trout,170103040102,12,34
Westslope cutthroat trout,170103040103,10,32
Westslope cutthroat trout,170103040104,6,27
Westslope cutthroat trout,170103040105,8,38
Westslope cutthroat trout,170103040201,11,36
Westslope cutthroat trout,170103040202,9,30
Westslope cutthroat trout,170103040203,7,28
Westslope cutthroat trout,170103040301,8,22
Westslope cutthroat trout,170103040302,7,24
Westslope cutthroat trout,170103040303,4,16
Westslope cutthroat trout,170103040304,12,34
Westslope cutthroat trout,170103040305,10,40
Westslope cutthroat trout,170103040306,7,32
Westslope cutthroat trout,170103040307,12,35
Westslope cutthroat trout,170103040308,10,40
Westslope cutthroat trout,170103040401,8,28
Westslope cutthroat trout,170103040402,5,18
Westslope cutthroat trout,170103040501,6,28
Westslope cutthroat trout,170103040502,5,20
Westslope cutthroat trout,170103040503,10,24
Westslope cutthroat trout,170103040504,2,12
Westslope cutthroat trout,170103040505,4,20
Westslope cutthroat trout,170103040601,8,27
Westslope cutthroat trout,170103040602,7,36
Westslope cutthroat trout,170103040603,13,36
Westslope cutthroat trout,170103040604,4,23
Westslope cutthroat trout,170103040605,9,34
Westslope cutthroat trout,170103040606,2,12
Westslope cutthroat trout,170103040607,3,18
Westslope cutthroat trout,170103040608,12,38
Westslope cutthroat trout,170103040609,8,31
Westslope cutthroat trout,170103040701,8,32
Westslope cutthroat trout,170103040702,8,29
Westslope cutthroat trout,170103040703,8,31
Westslope cutthroat trout,170103040801,4,24
Westslope cutthroat trout,170103040802,11,39
Westslope cutthroat trout,170103040803,3,16
Westslope cutthroat trout,170103040804,3,15
Westslope cutthroat trout,170103040805,8,31
Westslope cutthroat trout,170103040901,9,29
Westslope cutthroat trout,170103040902,5,18
Westslope cutthroat trout,170103040903,4,12
Westslope cutthroat trout,170103041001,4,22
Westslope cutthroat trout,170103041002,3,12
Westslope cutthroat trout,170103041003,4,18
Westslope cutthroat trout,170103041004,3,20
Westslope cutthroat trout,170103041005,4,24
Westslope cutthroat trout,170103041101,2,11
Westslope cutthroat trout,170103041102,2,17
Westslope cutthroat trout,170103041103,2,18
Westslope cutthroat trout,170103041104,12,30
Westslope cutthroat trout,170103050101,21,40
Westslope cutthroat trout,170103050102,19,42
Westslope cutthroat trout,170103050200,3,10
Westslope cutthroat trout,170103050301,13,30
Westslope cutthroat trout,170103050302,22,46
Westslope cutthroat trout,170103050303,19,37
Westslope cutthroat trout,170103050304,4,9
Westslope cutthroat trout,170103050305,20,49
Westslope cutthroat trout,170103050306,1,0
Westslope cutthroat trout,170103050402,1,0
Westslope cutthroat trout,170103060101,2,7
