SPECIES,HUC12,FREQUENCY,Habitat_Miles
Western brook lamprey,170900030610,2,5
Western brook lamprey,170900030611,3,8
Western brook lamprey,170900040706,2,18
Western brook lamprey,170900070404,1,1
Western brook lamprey,170900080202,2,1
Western brook lamprey,170900110406,1,1
Western brook lamprey,170900110603,10,6
Westslope cutthroat trout,170101010701,10,26
Westslope cutthroat trout,170101010702,10,25
Westslope cutthroat trout,170101010703,8,17
Westslope cutthroat trout,170101010704,14,30
Westslope cutthroat trout,170101010705,5,11
Westslope cutthroat trout,170101010706,2,9
Westslope cutthroat trout,170101010707,16,43
Westslope cutthroat trout,170101010801,21,29
Westslope cutthroat trout,170101010802,11,16
Westslope cutthroat trout,170101010803,10,24
Westslope cutthroat trout,170101010804,2,10
Westslope cutthroat trout,170101010805,4,16
Westslope cutthroat trout,170101010806,7,25
Westslope cutthroat trout,170101010902,13,14
Westslope cutthroat trout,170101010903,2,5
Westslope cutthroat trout,170101010904,5,14
Westslope cutthroat trout,170101010905,3,9
Westslope cutthroat trout,170101010907,1,5
Westslope cutthroat trout,170101010908,9,4
Westslope cutthroat trout,170101011001,4,12
Westslope cutthroat trout,170101011002,7,26
Westslope cutthroat trout,170101011003,14,27
Westslope cutthroat trout,170101011101,2,8
Westslope cutthroat trout,170101011102,6,7
Westslope cutthroat trout,170101011103,2,7
Westslope cutthroat trout,170101011104,7,6
Westslope cutthroat trout,170101011105,1,5
Westslope cutthroat trout,170101011106,3,8
Westslope cutthroat trout,170101011201,4,13
Westslope cutthroat trout,170101011202,10,10
Westslope cutthroat trout,170101011203,1,4
Westslope cutthroat trout,170101011204,3,8
Westslope cutthroat trout,170101011205,2,13
Westslope cutthroat trout,170101011206,3,7
Westslope cutthroat trout,170101011207,2,1
Westslope cutthroat trout,170101011208,11,5
Westslope cutthroat trout,170101011209,6,16
Westslope cutthroat trout,170101011210,5,10
Westslope cutthroat trout,170101011211,12,17
Westslope cutthroat trout,170101011301,18,19
Westslope cutthroat trout,170101011302,2,13
Westslope cutthroat trout,170101011303,11,19
Westslope cutthroat trout,170101011304,12,44
Westslope cutthroat trout,170101011305,8,21
Westslope cutthroat trout,170101011401,9,17
Westslope cutthroat trout,170101011402,11,25
Westslope cutthroat trout,170101011403,5,10
Westslope cutthroat trout,170101011501,5,16
Westslope cutthroat trout,170101011502,6,12
Westslope cutthroat trout,170101011503,2,4
Westslope cutthroat trout,170101011504,7,17
Westslope cutthroat trout,170101011505,15,23
Westslope cutthroat trout,170101011601,6,14
Westslope cutthroat trout,170101011602,4,11
Westslope cutthroat trout,170101011603,15,46
Westslope cutthroat trout,170101011604,14,28
Westslope cutthroat trout,170101011605,16,22
Westslope cutthroat trout,170101011701,10,32
Westslope cutthroat trout,170101011702,2,6
Westslope cutthroat trout,170101011703,6,10
Westslope cutthroat trout,170101011704,15,23
Westslope cutthroat trout,170101011705,4,6
Westslope cutthroat trout,170101011706,10,19
Westslope cutthroat trout,170101011707,23,25
Westslope cutthroat trout,170101020101,1,6
Westslope cutthroat trout,170101020102,3,17
Westslope cutthroat trout,170101020103,2,16
Westslope cutthroat trout,170101020105,6,16
Westslope cutthroat trout,170101020107,2,6
Westslope cutthroat trout,170101020108,5,15
Westslope cutthroat trout,170101020201,5,12
Westslope cutthroat trout,170101020202,14,21
Westslope cutthroat trout,170101020301,1,0
Westslope cutthroat trout,170101020302,2,3
Westslope cutthroat trout,170101020303,2,6
Westslope cutthroat trout,170101020304,1,1
Westslope cutthroat trout,170101020306,2,1
Westslope cutthroat trout,170101020401,22,26
Westslope cutthroat trout,170101020402,10,15
Westslope cutthroat trout,170101020403,2,7
Westslope cutthroat trout,170101020404,2,7
Westslope cutthroat trout,170101020405,8,24
Westslope cutthroat trout,170101020406,8,20
Westslope cutthroat trout,170101030102,4,12
Westslope cutthroat trout,170101030202,6,19
Westslope cutthroat trout,170101030203,7,11
Westslope cutthroat trout,170101030304,1,2
Westslope cutthroat trout,170101030305,14,39
Westslope cutthroat trout,170101030306,7,20
Westslope cutthroat trout,170101030401,5,18
Westslope cutthroat trout,170101030402,8,21
Westslope cutthroat trout,170101030403,2,10
Westslope cutthroat trout,170101030404,3,12
Westslope cutthroat trout,170101030405,9,18
Westslope cutthroat trout,170101030501,4,9
Westslope cutthroat trout,170101030502,7,21
Westslope cutthroat trout,170101030503,9,24
Westslope cutthroat trout,170101030504,7,12
Westslope cutthroat trout,170101030505,4,7
Westslope cutthroat trout,170101040101,4,18
Westslope cutthroat trout,170101040102,8,19
Westslope cutthroat trout,170101040201,2,12
Westslope cutthroat trout,170101040202,2,5
Westslope cutthroat trout,170101040203,12,16
Westslope cutthroat trout,170101040301,8,16
Westslope cutthroat trout,170101040302,5,13
Westslope cutthroat trout,170101040303,5,19
Westslope cutthroat trout,170101040304,1,6
Westslope cutthroat trout,170101040401,5,15
Westslope cutthroat trout,170101040402,8,23
Westslope cutthroat trout,170101040403,5,22
Westslope cutthroat trout,170101040404,4,17
Westslope cutthroat trout,170101040405,3,12
Westslope cutthroat trout,170101040406,7,26
Westslope cutthroat trout,170101040501,4,19
Westslope cutthroat trout,170101040502,3,12
Westslope cutthroat trout,170101040503,3,7
Westslope cutthroat trout,170101040601,4,14
Westslope cutthroat trout,170101040602,2,8
Westslope cutthroat trout,170101040603,4,14
Westslope cutthroat trout,170101040701,5,7
Westslope cutthroat trout,170101040702,3,14
Westslope cutthroat trout,170101040703,2,12
Westslope cutthroat trout,170101040704,8,19
Westslope cutthroat trout,170101040705,2,9
Westslope cutthroat trout,170101040706,4,7
Westslope cutthroat trout,170101040707,4,19
Westslope cutthroat trout,170101040708,6,22
Westslope cutthroat trout,170101040709,1,9
Westslope cutthroat trout,170101040710,3,15
Westslope cutthroat trout,170101040711,9,23
Westslope cutthroat trout,170101040712,1,10
Westslope cutthroat trout,170101041108,1,19
Westslope cutthroat trout,170101041609,1,2
Westslope cutthroat trout,170101041711,1,29
Westslope cutthroat trout,170101041810,1,29
Westslope cutthroat trout,170101041904,1,16
Westslope cutthroat trout,170101050101,1,10
Westslope cutthroat trout,170101050105,1,15
Westslope cutthroat trout,170101050203,3,3
Westslope cutthroat trout,170101050204,4,7
Westslope cutthroat trout,170101050304,1,11
Westslope cutthroat trout,170101050306,1,9
Westslope cutthroat trout,170101050308,1,10
Westslope cutthroat trout,170101050401,1,9
Westslope cutthroat trout,170101050403,4,17
Westslope cutthroat trout,170101050501,2,9
Westslope cutthroat trout,170101050502,3,16
Westslope cutthroat trout,170101050503,4,21
Westslope cutthroat trout,170101050504,9,24
Westslope cutthroat trout,170101050505,11,22
Westslope cutthroat trout,170101060701,7,10
Westslope cutthroat trout,170101060702,5,15
Westslope cutthroat trout,170101060705,7,10
Westslope cutthroat trout,170102010101,11,24
Westslope cutthroat trout,170102010102,10,19
Westslope cutthroat trout,170102010103,3,8
Westslope cutthroat trout,170102010201,3,7
Westslope cutthroat trout,170102010202,4,15
Westslope cutthroat trout,170102010203,1,5
Westslope cutthroat trout,170102010204,2,3
Westslope cutthroat trout,170102010205,1,5
Westslope cutthroat trout,170102010206,23,48
Westslope cutthroat trout,170102010207,5,8
Westslope cutthroat trout,170102010208,6,15
Westslope cutthroat trout,170102010209,4,3
Westslope cutthroat trout,170102010301,7,12
Westslope cutthroat trout,170102010302,14,20
Westslope cutthroat trout,170102010303,4,10
Westslope cutthroat trout,170102010304,9,14
Westslope cutthroat trout,170102010305,7,5
Westslope cutthroat trout,170102010401,6,15
Westslope cutthroat trout,170102010402,4,8
Westslope cutthroat trout,170102010403,7,5
Westslope cutthroat trout,170102010404,3,12
Westslope cutthroat trout,170102010406,9,25
Westslope cutthroat trout,170102010407,3,9
Westslope cutthroat trout,170102010501,6,13
Westslope cutthroat trout,170102010502,9,20
Westslope cutthroat trout,170102010503,13,16
Westslope cutthroat trout,170102010504,4,7
Westslope cutthroat trout,170102010505,12,25
Westslope cutthroat trout,170102010506,11,18
Westslope cutthroat trout,170102010507,18,13
Westslope cutthroat trout,170102010601,3,5
Westslope cutthroat trout,170102010602,2,4
Westslope cutthroat trout,170102010603,6,17
Westslope cutthroat trout,170102010604,8,8
Westslope cutthroat trout,170102010605,5,8
Westslope cutthroat trout,170102010606,2,7
Westslope cutthroat trout,170102010607,7,7
Westslope cutthroat trout,170102010608,10,5
Westslope cutthroat trout,170102010609,1,6
Westslope cutthroat trout,170102010610,2,9
Westslope cutthroat trout,170102010611,2,5
Westslope cutthroat trout,170102010701,4,13
Westslope cutthroat trout,170102010702,2,8
Westslope cutthroat trout,170102010703,2,16
Westslope cutthroat trout,170102010704,9,18
Westslope cutthroat trout,170102010705,2,3
Westslope cutthroat trout,170102010706,10,27
Westslope cutthroat trout,170102010707,8,23
Westslope cutthroat trout,170102010708,3,9
Westslope cutthroat trout,170102010801,11,22
Westslope cutthroat trout,170102010802,2,12
Westslope cutthroat trout,170102010803,3,9
Westslope cutthroat trout,170102010804,4,17
Westslope cutthroat trout,170102010805,1,12
Westslope cutthroat trout,170102010806,10,32
Westslope cutthroat trout,170102010807,7,28
Westslope cutthroat trout,170102010808,4,6
Westslope cutthroat trout,170102010809,2,6
Westslope cutthroat trout,170102010810,7,16
Westslope cutthroat trout,170102020101,7,10
Westslope cutthroat trout,170102020102,2,10
Westslope cutthroat trout,170102020103,2,0
Westslope cutthroat trout,170102020105,6,14
Westslope cutthroat trout,170102020201,4,7
Westslope cutthroat trout,170102020202,4,9
Westslope cutthroat trout,170102020203,4,11
Westslope cutthroat trout,170102020204,5,11
Westslope cutthroat trout,170102020301,12,17
Westslope cutthroat trout,170102020302,7,13
Westslope cutthroat trout,170102020303,8,11
Westslope cutthroat trout,170102020401,2,11
Westslope cutthroat trout,170102020402,2,11
Westslope cutthroat trout,170102020403,9,28
Westslope cutthroat trout,170102020405,4,10
Westslope cutthroat trout,170102020501,2,13
Westslope cutthroat trout,170102020502,6,7
Westslope cutthroat trout,170102020503,8,12
Westslope cutthroat trout,170102020504,1,7
Westslope cutthroat trout,170102020505,2,2
Westslope cutthroat trout,170102020506,3,4
Westslope cutthroat trout,170102020602,2,6
Westslope cutthroat trout,170102020605,3,8
Westslope cutthroat trout,170102020609,3,12
Westslope cutthroat trout,170102020610,6,20
Westslope cutthroat trout,170102020611,3,8
Westslope cutthroat trout,170102020613,7,12
Westslope cutthroat trout,170102020701,7,6
Westslope cutthroat trout,170102020702,12,16
Westslope cutthroat trout,170102020703,6,9
Westslope cutthroat trout,170102020801,7,12
Westslope cutthroat trout,170102020802,7,9
Westslope cutthroat trout,170102020803,4,6
Westslope cutthroat trout,170102020804,12,16
Westslope cutthroat trout,170102020805,16,21
Westslope cutthroat trout,170102020901,8,18
Westslope cutthroat trout,170102020902,21,28
Westslope cutthroat trout,170102020903,16,16
Westslope cutthroat trout,170102021001,6,11
Westslope cutthroat trout,170102021002,3,11
Westslope cutthroat trout,170102021003,9,15
Westslope cutthroat trout,170102021004,17,21
Westslope cutthroat trout,170102021101,11,18
Westslope cutthroat trout,170102021102,19,20
Westslope cutthroat trout,170102021103,10,19
Westslope cutthroat trout,170102021104,1,3
Westslope cutthroat trout,170102021201,3,11
Westslope cutthroat trout,170102021202,11,17
Westslope cutthroat trout,170102021203,2,4
Westslope cutthroat trout,170102021204,13,18
Westslope cutthroat trout,170102021205,6,14
Westslope cutthroat trout,170102021206,6,10
Westslope cutthroat trout,170102021207,2,2
Westslope cutthroat trout,170102021208,11,22
Westslope cutthroat trout,170102021209,7,11
Westslope cutthroat trout,170102021210,5,10
Westslope cutthroat trout,170102021301,13,40
Westslope cutthroat trout,170102021302,13,20
Westslope cutthroat trout,170102021303,19,31
Westslope cutthroat trout,170102021304,11,20
Westslope cutthroat trout,170102021305,9,17
Westslope cutthroat trout,170102021306,9,21
Westslope cutthroat trout,170102021401,1,11
Westslope cutthroat trout,170102021402,7,23
Westslope cutthroat trout,170102021403,12,14
Westslope cutthroat trout,170102021404,9,25
Westslope cutthroat trout,170102021405,15,32
Westslope cutthroat trout,170102030101,5,22
Westslope cutthroat trout,170102030102,5,25
Westslope cutthroat trout,170102030103,13,23
Westslope cutthroat trout,170102030104,8,13
Westslope cutthroat trout,170102030201,6,10
Westslope cutthroat trout,170102030202,17,22
Westslope cutthroat trout,170102030203,7,18
Westslope cutthroat trout,170102030204,8,13
Westslope cutthroat trout,170102030205,5,9
Westslope cutthroat trout,170102030206,4,7
Westslope cutthroat trout,170102030301,6,14
Westslope cutthroat trout,170102030302,15,29
Westslope cutthroat trout,170102030303,7,17
Westslope cutthroat trout,170102030304,17,33
Westslope cutthroat trout,170102030305,2,2
Westslope cutthroat trout,170102030306,11,13
Westslope cutthroat trout,170102030307,4,7
Westslope cutthroat trout,170102030308,16,27
Westslope cutthroat trout,170102030309,6,12
Westslope cutthroat trout,170102030310,9,21
Westslope cutthroat trout,170102030401,12,33
Westslope cutthroat trout,170102030403,2,10
Westslope cutthroat trout,170102030404,5,11
Westslope cutthroat trout,170102030405,6,15
Westslope cutthroat trout,170102030406,12,18
Westslope cutthroat trout,170102030407,11,20
Westslope cutthroat trout,170102030408,3,6
Westslope cutthroat trout,170102030409,2,12
Westslope cutthroat trout,170102030410,2,1
Westslope cutthroat trout,170102030411,2,13
Westslope cutthroat trout,170102030412,3,3
Westslope cutthroat trout,170102030413,3,3
Westslope cutthroat trout,170102030414,1,9
Westslope cutthroat trout,170102030415,17,16
Westslope cutthroat trout,170102030501,3,9
Westslope cutthroat trout,170102030502,2,8
Westslope cutthroat trout,170102030503,5,20
Westslope cutthroat trout,170102030601,4,12
Westslope cutthroat trout,170102030602,4,10
Westslope cutthroat trout,170102030603,9,14
Westslope cutthroat trout,170102030604,9,20
Westslope cutthroat trout,170102030701,5,13
Westslope cutthroat trout,170102030702,3,11
Westslope cutthroat trout,170102030703,24,23
Westslope cutthroat trout,170102030706,14,22
Westslope cutthroat trout,170102030801,18,42
Westslope cutthroat trout,170102030802,9,26
Westslope cutthroat trout,170102030803,20,31
Westslope cutthroat trout,170102030804,10,17
Westslope cutthroat trout,170102030901,1,9
Westslope cutthroat trout,170102030902,5,9
Westslope cutthroat trout,170102030903,6,26
Westslope cutthroat trout,170102030904,5,7
Westslope cutthroat trout,170102030905,19,23
Westslope cutthroat trout,170102030906,9,15
Westslope cutthroat trout,170102030907,10,14
Westslope cutthroat trout,170102030908,5,17
Westslope cutthroat trout,170102030909,24,36
Westslope cutthroat trout,170102030910,6,14
Westslope cutthroat trout,170102031001,8,14
Westslope cutthroat trout,170102031002,13,27
Westslope cutthroat trout,170102031003,5,10
Westslope cutthroat trout,170102031004,16,10
Westslope cutthroat trout,170102031101,19,24
Westslope cutthroat trout,170102031102,15,22
Westslope cutthroat trout,170102031103,10,13
Westslope cutthroat trout,170102031104,45,48
Westslope cutthroat trout,170102031105,8,18
Westslope cutthroat trout,170102031106,13,29
Westslope cutthroat trout,170102031107,22,36
Westslope cutthroat trout,170102031108,13,12
Westslope cutthroat trout,170102031201,12,24
Westslope cutthroat trout,170102031202,8,21
Westslope cutthroat trout,170102031203,4,16
Westslope cutthroat trout,170102031204,2,12
Westslope cutthroat trout,170102031205,8,10
Westslope cutthroat trout,170102031206,16,14
Westslope cutthroat trout,170102031207,5,15
Westslope cutthroat trout,170102031301,8,11
Westslope cutthroat trout,170102031302,10,14
Westslope cutthroat trout,170102031303,9,11
Westslope cutthroat trout,170102031304,4,16
Westslope cutthroat trout,170102031305,11,17
Westslope cutthroat trout,170102031306,7,26
Westslope cutthroat trout,170102031307,22,22
Westslope cutthroat trout,170102031308,7,13
Westslope cutthroat trout,170102040101,11,17
Westslope cutthroat trout,170102040102,23,20
Westslope cutthroat trout,170102040103,10,16
Westslope cutthroat trout,170102040104,12,25
Westslope cutthroat trout,170102040201,1,11
Westslope cutthroat trout,170102040202,1,9
Westslope cutthroat trout,170102040203,5,17
Westslope cutthroat trout,170102040204,2,13
Westslope cutthroat trout,170102040205,2,9
Westslope cutthroat trout,170102040206,1,7
Westslope cutthroat trout,170102040207,3,10
Westslope cutthroat trout,170102040208,18,25
Westslope cutthroat trout,170102040209,11,12
Westslope cutthroat trout,170102040210,5,19
Westslope cutthroat trout,170102040301,26,26
Westslope cutthroat trout,170102040302,22,22
Westslope cutthroat trout,170102040303,27,25
Westslope cutthroat trout,170102040304,20,22
Westslope cutthroat trout,170102040305,4,18
Westslope cutthroat trout,170102040401,7,9
Westslope cutthroat trout,170102040402,2,5
Westslope cutthroat trout,170102040403,13,21
Westslope cutthroat trout,170102040404,3,6
Westslope cutthroat trout,170102040405,14,9
Westslope cutthroat trout,170102040501,7,13
Westslope cutthroat trout,170102040502,4,6
Westslope cutthroat trout,170102040503,14,25
Westslope cutthroat trout,170102040504,18,27
Westslope cutthroat trout,170102040505,15,25
Westslope cutthroat trout,170102040506,10,12
Westslope cutthroat trout,170102040507,24,35
Westslope cutthroat trout,170102040508,6,10
Westslope cutthroat trout,170102040601,4,14
Westslope cutthroat trout,170102040602,2,10
Westslope cutthroat trout,170102040603,4,10
Westslope cutthroat trout,170102040604,2,9
Westslope cutthroat trout,170102040605,10,26
Westslope cutthroat trout,170102040606,9,28
Westslope cutthroat trout,170102040607,15,15
Westslope cutthroat trout,170102040608,16,14
Westslope cutthroat trout,170102040609,9,20
Westslope cutthroat trout,170102040610,10,19
Westslope cutthroat trout,170102040611,17,22
Westslope cutthroat trout,170102040612,5,13
Westslope cutthroat trout,170102040701,20,33
Westslope cutthroat trout,170102040702,8,12
Westslope cutthroat trout,170102040703,18,26
Westslope cutthroat trout,170102040704,24,26
Westslope cutthroat trout,170102040705,9,9
Westslope cutthroat trout,170102040706,7,11
Westslope cutthroat trout,170102040707,12,18
Westslope cutthroat trout,170102040708,25,38
Westslope cutthroat trout,170102040709,11,14
Westslope cutthroat trout,170102040710,4,8
Westslope cutthroat trout,170102040711,12,26
Westslope cutthroat trout,170102040712,7,17
Westslope cutthroat trout,170102040801,5,17
Westslope cutthroat trout,170102040802,12,19
Westslope cutthroat trout,170102040803,5,12
Westslope cutthroat trout,170102040804,10,21
Westslope cutthroat trout,170102040805,4,15
Westslope cutthroat trout,170102040806,4,16
Westslope cutthroat trout,170102040807,5,22
Westslope cutthroat trout,170102050101,5,12
Westslope cutthroat trout,170102050102,30,35
Westslope cutthroat trout,170102050103,22,27
Westslope cutthroat trout,170102050104,23,23
Westslope cutthroat trout,170102050105,11,14
Westslope cutthroat trout,170102050106,10,11
Westslope cutthroat trout,170102050107,8,11
Westslope cutthroat trout,170102050108,30,29
Westslope cutthroat trout,170102050201,8,9
Westslope cutthroat trout,170102050202,4,7
Westslope cutthroat trout,170102050203,17,15
Westslope cutthroat trout,170102050204,30,27
Westslope cutthroat trout,170102050301,15,21
Westslope cutthroat trout,170102050302,4,6
Westslope cutthroat trout,170102050303,13,12
Westslope cutthroat trout,170102050304,6,13
Westslope cutthroat trout,170102050305,18,23
Westslope cutthroat trout,170102050401,15,15
Westslope cutthroat trout,170102050402,17,16
Westslope cutthroat trout,170102050403,20,17
Westslope cutthroat trout,170102050404,21,17
Westslope cutthroat trout,170102050405,14,10
Westslope cutthroat trout,170102050501,11,9
Westslope cutthroat trout,170102050502,18,24
Westslope cutthroat trout,170102050503,18,27
Westslope cutthroat trout,170102050504,17,29
Westslope cutthroat trout,170102050505,20,25
Westslope cutthroat trout,170102050506,21,27
Westslope cutthroat trout,170102050601,7,12
Westslope cutthroat trout,170102050602,15,11
Westslope cutthroat trout,170102050701,8,10
Westslope cutthroat trout,170102050702,6,9
Westslope cutthroat trout,170102050703,6,7
Westslope cutthroat trout,170102050704,7,8
Westslope cutthroat trout,170102050705,12,10
Westslope cutthroat trout,170102050801,9,9
Westslope cutthroat trout,170102050802,19,18
Westslope cutthroat trout,170102050803,12,11
Westslope cutthroat trout,170102050804,13,18
Westslope cutthroat trout,170102050805,2,11
Westslope cutthroat trout,170102050806,5,13
Westslope cutthroat trout,170102050807,14,30
Westslope cutthroat trout,170102050901,9,15
Westslope cutthroat trout,170102050902,19,19
Westslope cutthroat trout,170102050903,5,6
Westslope cutthroat trout,170102050904,16,10
Westslope cutthroat trout,170102051001,6,8
Westslope cutthroat trout,170102051002,7,9
Westslope cutthroat trout,170102051003,10,10
Westslope cutthroat trout,170102051004,7,15
Westslope cutthroat trout,170102051005,5,13
Westslope cutthroat trout,170102051006,8,12
Westslope cutthroat trout,170102051007,6,15
Westslope cutthroat trout,170102051101,13,20
Westslope cutthroat trout,170102051102,11,15
Westslope cutthroat trout,170102051103,5,4
Westslope cutthroat trout,170102051104,13,17
Westslope cutthroat trout,170102051105,9,12
Westslope cutthroat trout,170102051201,7,10
Westslope cutthroat trout,170102051203,3,7
Westslope cutthroat trout,170102051301,4,6
Westslope cutthroat trout,170102051302,7,9
Westslope cutthroat trout,170102051303,18,18
Westslope cutthroat trout,170102051304,7,13
Westslope cutthroat trout,170102051305,5,11
Westslope cutthroat trout,170102051401,9,9
Westslope cutthroat trout,170102051402,20,17
Westslope cutthroat trout,170102051403,10,13
Westslope cutthroat trout,170102051404,13,14
Westslope cutthroat trout,170102051405,18,17
Westslope cutthroat trout,170102051406,9,13
Westslope cutthroat trout,170102051407,16,21
Westslope cutthroat trout,170102051408,24,35
Westslope cutthroat trout,170102051409,10,26
Westslope cutthroat trout,170102051501,7,11
Westslope cutthroat trout,170102051502,3,10
Westslope cutthroat trout,170102051503,14,14
Westslope cutthroat trout,170102051504,3,5
Westslope cutthroat trout,170102051505,7,12
Westslope cutthroat trout,170102051506,9,20
Westslope cutthroat trout,170102051507,4,9
Westslope cutthroat trout,170102051508,5,15
Westslope cutthroat trout,170102051601,14,34
Westslope cutthroat trout,170102051602,13,8
Westslope cutthroat trout,170102051603,7,22
Westslope cutthroat trout,170102060301,1,3
Westslope cutthroat trout,170102060305,1,1
Westslope cutthroat trout,170102060306,5,7
Westslope cutthroat trout,170102060309,1,5
Westslope cutthroat trout,170102060310,6,20
Westslope cutthroat trout,170102060311,10,31
Westslope cutthroat trout,170102060312,6,19
Westslope cutthroat trout,170102060401,1,2
Westslope cutthroat trout,170102060402,3,9
Westslope cutthroat trout,170102060403,4,13
Westslope cutthroat trout,170102060404,7,11
Westslope cutthroat trout,170102060405,3,10
Westslope cutthroat trout,170102060406,5,24
Westslope cutthroat trout,170102060407,4,15
Westslope cutthroat trout,170102060408,8,22
Westslope cutthroat trout,170102060409,4,24
Westslope cutthroat trout,170102060410,7,27
Westslope cutthroat trout,170102060411,4,25
Westslope cutthroat trout,170102060412,17,48
Westslope cutthroat trout,170102060501,3,8
Westslope cutthroat trout,170102060502,7,18
Westslope cutthroat trout,170102060503,6,16
Westslope cutthroat trout,170102060504,6,11
Westslope cutthroat trout,170102060505,4,10
Westslope cutthroat trout,170102060506,7,10
Westslope cutthroat trout,170102060507,8,20
Westslope cutthroat trout,170102060508,3,11
Westslope cutthroat trout,170102060509,5,12
Westslope cutthroat trout,170102060601,2,11
Westslope cutthroat trout,170102060602,7,31
Westslope cutthroat trout,170102060603,9,18
Westslope cutthroat trout,170102060604,7,20
Westslope cutthroat trout,170102060605,8,13
Westslope cutthroat trout,170102060606,9,22
Westslope cutthroat trout,170102060607,10,22
Westslope cutthroat trout,170102070101,9,21
Westslope cutthroat trout,170102070102,5,15
Westslope cutthroat trout,170102070103,6,25
Westslope cutthroat trout,170102070104,2,11
Westslope cutthroat trout,170102070105,8,21
Westslope cutthroat trout,170102070106,4,12
Westslope cutthroat trout,170102070107,17,47
Westslope cutthroat trout,170102070201,11,36
Westslope cutthroat trout,170102070202,12,31
Westslope cutthroat trout,170102070203,7,19
Westslope cutthroat trout,170102070204,6,18
Westslope cutthroat trout,170102070205,7,18
Westslope cutthroat trout,170102070206,6,16
Westslope cutthroat trout,170102070207,9,25
Westslope cutthroat trout,170102070301,16,40
Westslope cutthroat trout,170102070302,7,27
Westslope cutthroat trout,170102070303,6,12
Westslope cutthroat trout,170102070304,8,18
Westslope cutthroat trout,170102070305,7,24
Westslope cutthroat trout,170102070306,7,25
Westslope cutthroat trout,170102070307,13,39
Westslope cutthroat trout,170102070402,4,10
Westslope cutthroat trout,170102070403,6,11
Westslope cutthroat trout,170102070404,5,18
Westslope cutthroat trout,170102070405,12,27
Westslope cutthroat trout,170102070501,3,15
Westslope cutthroat trout,170102070502,6,13
Westslope cutthroat trout,170102070503,4,17
Westslope cutthroat trout,170102070504,6,15
Westslope cutthroat trout,170102070505,7,16
Westslope cutthroat trout,170102080103,6,14
Westslope cutthroat trout,170102080104,3,15
Westslope cutthroat trout,170102080105,2,0
Westslope cutthroat trout,170102080107,1,6
Westslope cutthroat trout,170102080201,6,13
Westslope cutthroat trout,170102080202,3,12
Westslope cutthroat trout,170102080203,9,23
Westslope cutthroat trout,170102080204,3,8
Westslope cutthroat trout,170102080205,5,16
Westslope cutthroat trout,170102080208,2,9
Westslope cutthroat trout,170102080304,3,13
Westslope cutthroat trout,170102080305,1,0
Westslope cutthroat trout,170102080402,1,1
Westslope cutthroat trout,170102080501,4,28
Westslope cutthroat trout,170102090101,13,43
Westslope cutthroat trout,170102090102,4,14
Westslope cutthroat trout,170102090103,3,12
Westslope cutthroat trout,170102090104,4,15
Westslope cutthroat trout,170102090105,12,38
Westslope cutthroat trout,170102090106,10,32
Westslope cutthroat trout,170102090107,8,26
Westslope cutthroat trout,170102090201,11,21
Westslope cutthroat trout,170102090202,5,17
Westslope cutthroat trout,170102090203,3,15
Westslope cutthroat trout,170102090204,9,30
Westslope cutthroat trout,170102090205,1,9
Westslope cutthroat trout,170102090206,6,22
Westslope cutthroat trout,170102090207,1,4
Westslope cutthroat trout,170102090208,2,1
Westslope cutthroat trout,170102090209,3,8
Westslope cutthroat trout,170102090210,2,7
Westslope cutthroat trout,170102090301,8,28
Westslope cutthroat trout,170102090302,8,22
Westslope cutthroat trout,170102090303,10,37
Westslope cutthroat trout,170102090304,9,36
Westslope cutthroat trout,170102090305,2,12
Westslope cutthroat trout,170102090306,8,30
Westslope cutthroat trout,170102090403,5,6
Westslope cutthroat trout,170102090404,2,10
Westslope cutthroat trout,170102090405,1,11
Westslope cutthroat trout,170102090406,7,32
Westslope cutthroat trout,170102090501,1,8
Westslope cutthroat trout,170102090502,9,30
Westslope cutthroat trout,170102090503,11,23
Westslope cutthroat trout,170102090504,8,22
Westslope cutthroat trout,170102090505,10,23
Westslope cutthroat trout,170102090506,3,10
Westslope cutthroat trout,170102090507,7,36
Westslope cutthroat trout,170102090508,4,13
Westslope cutthroat trout,170102090509,4,11
Westslope cutthroat trout,170102090601,8,36
Westslope cutthroat trout,170102090602,8,17
Westslope cutthroat trout,170102090603,7,13
Westslope cutthroat trout,170102090604,6,13
Westslope cutthroat trout,170102090605,9,22
Westslope cutthroat trout,170102090606,7,18
Westslope cutthroat trout,170102090607,13,31
Westslope cutthroat trout,170102090701,18,48
Westslope cutthroat trout,170102090702,7,12
Westslope cutthroat trout,170102090703,3,9
Westslope cutthroat trout,170102090704,9,20
Westslope cutthroat trout,170102090705,4,8
Westslope cutthroat trout,170102090706,8,11
Westslope cutthroat trout,170102090707,4,5
Westslope cutthroat trout,170102100101,8,21
Westslope cutthroat trout,170102100102,2,4
Westslope cutthroat trout,170102100103,6,10
Westslope cutthroat trout,170102100106,1,6
Westslope cutthroat trout,170102100107,1,1
Westslope cutthroat trout,170102100201,1,3
Westslope cutthroat trout,170102100202,3,6
Westslope cutthroat trout,170102100203,10,21
Westslope cutthroat trout,170102100204,7,18
Westslope cutthroat trout,170102100301,2,9
Westslope cutthroat trout,170102100302,3,7
Westslope cutthroat trout,170102100303,9,17
Westslope cutthroat trout,170102100304,1,6
Westslope cutthroat trout,170102100305,4,11
Westslope cutthroat trout,170102100306,7,17
Westslope cutthroat trout,170102100402,1,4
